no;period;age;sampling_weight;german_citizenship;residence_region;household_size;household_income;mainTrip_duration;mainTrip_distance
5486;1979;55;0.72;NA;NA;3 persons;3876;30+ days;16438.48049
5487;2013;59;0.77;yes;Former East Germany;2 persons;1995;13-15 days;509.5751301
5488;2005;43;0.8853;NA;Former West Germany;4 persons;1668;6-8 days;369.4095466
5489;1974;63;0.97;NA;NA;2 persons;2740;NA;NA
5490;2009;80;0.84;NA;Former West Germany;2 persons;1555;NA;NA
5491;2002;70;1.08;NA;Former West Germany;1 person;1109;NA;NA
5492;1999;23;0.667;NA;Former West Germany;1 person;1275;30+ days;7872.908344
5493;2002;23;0.45;NA;Former West Germany;1 person;1109;13-15 days;2098.898801
5494;2008;27;0.7655;NA;Former East Germany;2 persons;3001;13-15 days;607.1658781
5495;1978;48;1.36;NA;NA;4 persons;3363;13-15 days;708.0480175
5496;2011;49;0.73;yes;Former West Germany;1 person;2352;16-19 days;16505.67338
5497;1983;63;1.175;NA;NA;4 persons;4085;NA;NA
5498;1987;30;0.75;NA;NA;2 persons;4336;NA;NA
5499;1993;40;0.292;NA;Former West Germany;2 persons;2013;6-8 days;421.1260106
5500;1974;56;1.24;NA;NA;3 persons;1315;NA;NA
5501;1972;79;NA;NA;NA;2 persons;1174;27-29 days;100
5502;2010;42;1.4;yes;Former West Germany;3 persons;4206;9-12 days;2548.553462
5503;1974;74;0.95;NA;NA;2 persons;2740;27-29 days;284.0598248
5504;2012;39;0.45;yes;Former East Germany;2 persons;1221;6-8 days;176.6892526
5505;1999;20;2.048;NA;Former West Germany;5+ persons;2890;6-8 days;2537.395442
5506;1992;34;1.066;NA;Former West Germany;4 persons;2575;23-26 days;1056.326755
5507;1973;15;NA;NA;NA;4 persons;-99;NA;NA
5508;2011;59;0.85;yes;Former West Germany;2 persons;8303;20-22 days;681.9125351
5509;1988;23;1.921;NA;NA;3 persons;2485;9-12 days;303.6388071
5510;1971;60;NA;NA;NA;2 persons;2431;23-26 days;347.3285266
5511;1994;31;0.944;NA;Former West Germany;5+ persons;2757;20-22 days;472.6725418
5512;1995;64;0.869;NA;Former West Germany;2 persons;1884;13-15 days;183.7680339
5513;1982;26;2.36;NA;NA;4 persons;1884;9-12 days;251.7982971
5514;2010;46;0.46;yes;Former West Germany;1 person;1542;NA;NA
5515;1974;44;0.97;NA;NA;4 persons;1315;9-12 days;627.9537164
5516;2009;39;1.39;NA;Former West Germany;4 persons;3250;NA;NA
5517;1998;73;0.76;NA;Former East Germany;1 person;1450;13-15 days;2041.433042
5518;2015;22;1.54;yes;Former West Germany;2 persons;1701;9-12 days;1676.688589
5519;2007;26;0.2861;NA;Former East Germany;1 person;737;9-12 days;322.1162603
5520;2004;34;1.008;NA;Former West Germany;4 persons;3255;6-8 days;1658.101316
5521;1974;67;0.5;NA;NA;1 person;1023;NA;NA
5522;1988;38;0.478;NA;NA;4 persons;6777;13-15 days;1512.359232
5523;2002;44;1.61;NA;Former West Germany;4 persons;3011;6-8 days;1520.338286
5524;2000;60;1.334;NA;Former East Germany;2 persons;2184;NA;NA
5525;1977;41;0.8;NA;NA;3 persons;4110;16-19 days;521.420869
5526;1983;43;1.607;NA;NA;3 persons;4085;NA;NA
5527;2008;52;1.241;NA;Former West Germany;3 persons;5145;NA;NA
5528;1973;47;NA;NA;NA;4 persons;2562;13-15 days;235.8618612
5529;1981;31;0.004;NA;NA;4 persons;2278;NA;NA
5530;2006;80;2.4799;NA;Former West Germany;3 persons;1944;6-8 days;251.7982971
5531;2008;69;1.1388;NA;Former West Germany;2 persons;2144;9-12 days;7621.176383
5532;1998;65;0.94;NA;Former West Germany;2 persons;2559;6-8 days;627.9537164
5533;1980;23;1;NA;NA;1 person;2121;NA;NA
5534;2008;67;0.559;NA;Former West Germany;2 persons;3001;16-19 days;2745.366737
5535;2017;65;0.58;yes;Former East Germany;2 persons;2703;6-8 days;205.0128421
5536;2017;71;0.26;yes;Former East Germany;1 person;901;13-15 days;1044.353838
5537;2016;33;0.97;yes;Former West Germany;2 persons;3396;NA;NA
5538;1976;69;0.56;NA;NA;2 persons;1180;NA;NA
5539;1971;30;NA;NA;NA;4 persons;1989;6-8 days;170.6002629
5540;1988;61;0.295;NA;NA;1 person;1581;13-15 days;100.35484
5541;2018;60;1.77;yes;Former West Germany;2 persons;1143;NA;NA
5542;1978;63;1.34;NA;NA;2 persons;1681;30+ days;337.7000277
5543;1972;35;NA;NA;NA;5+ persons;2306;13-15 days;150
5544;1997;29;0.921;NA;Former East Germany;1 person;784;13-15 days;543.1453602
5545;2010;20;1.78;yes;Former West Germany;4 persons;8411;13-15 days;1512.359232
5546;2018;74;1.51;yes;Former West Germany;2 persons;1650;NA;NA
5547;1993;69;0.58;NA;Former East Germany;1 person;1246;9-12 days;1484.869055
5548;1994;29;0.507;NA;Former West Germany;1 person;1746;20-22 days;1622.783852
5549;1988;38;0.501;NA;NA;4 persons;2937;16-19 days;1165.520926
5550;2008;46;0.7565;NA;Former East Germany;1 person;2716;13-15 days;272.9243813
5551;2009;78;1.08;NA;Former West Germany;1 person;1272;NA;NA
5552;1995;23;0.585;NA;Former West Germany;1 person;359;23-26 days;745.6701461
5553;2009;79;0.97;NA;Former West Germany;1 person;707;NA;NA
5554;1998;65;0.67;NA;Former East Germany;1 person;938;13-15 days;100
5555;2000;73;1.552;NA;Former West Germany;2 persons;1932;NA;NA
5556;2007;42;0.6141;NA;Former West Germany;4 persons;2507;9-12 days;831.8605589
5557;1979;59;1.89;NA;NA;3 persons;5068;13-15 days;150
5558;2016;73;0.88;yes;Former West Germany;2 persons;3396;20-22 days;1784.693181
5559;2015;30;0.87;yes;Former West Germany;1 person;2225;16-19 days;1742.875013
5560;1976;28;0.76;NA;NA;3 persons;1803;6-8 days;157.7178897
5561;2013;49;0.41;yes;Former West Germany;1 person;2527;16-19 days;6524.443272
5562;2012;36;1.18;yes;Former East Germany;5+ persons;4885;13-15 days;255.813029
5563;2012;64;0.89;yes;Former East Germany;2 persons;2035;6-8 days;424.7603141
5564;1975;65;1.02;NA;NA;2 persons;1555;27-29 days;393.382901
5565;1973;51;NA;NA;NA;2 persons;3351;13-15 days;336.6253534
5566;2002;34;0.48;NA;Former West Germany;1 person;2060;9-12 days;1071.706675
5567;2010;35;0.5;yes;Former West Germany;1 person;2383;13-15 days;7856.265477
5568;2012;77;1.34;yes;Former West Germany;2 persons;2578;6-8 days;178.2125478
5569;1988;34;0.326;NA;NA;1 person;1581;13-15 days;1391.414448
5570;2011;67;0.63;yes;Former West Germany;2 persons;2906;30+ days;100
5571;1999;55;0.488;NA;Former East Germany;2 persons;1785;20-22 days;1484.869055
5572;2009;60;1.11;NA;Former West Germany;2 persons;2685;6-8 days;486.8392023
5573;1983;53;0.449;NA;NA;2 persons;2643;NA;NA
5574;1988;31;0.408;NA;NA;2 persons;2937;20-22 days;708.0480175
5575;2005;30;0.9787;NA;Former West Germany;2 persons;2274;6-8 days;719.5371174
5576;2015;76;0.7;yes;Former West Germany;2 persons;2225;16-19 days;71.65386045
5577;2010;20;2.29;yes;Former West Germany;5+ persons;3645;13-15 days;8018.124112
5578;2013;59;0.8;yes;Former West Germany;2 persons;3989;NA;NA
5579;1996;19;1.5663;NA;Former West Germany;3 persons;2651;NA;NA
5580;2008;72;1.0192;NA;Former West Germany;2 persons;2144;NA;NA
5581;1974;40;0.98;NA;NA;5+ persons;2740;NA;NA
5582;2005;53;0.6575;NA;Former East Germany;2 persons;1971;6-8 days;440.8918423
5583;1987;62;0.8;NA;NA;2 persons;2054;NA;NA
5584;1991;73;0.915;NA;Former West Germany;1 person;1466;NA;NA
5585;2016;27;1.46;yes;Former East Germany;1 person;914;30+ days;7961.796626
5586;1994;38;0.536;NA;Former West Germany;2 persons;3124;5 days;285.0379569
5587;1980;66;2;NA;NA;1 person;2404;NA;NA
5588;1998;68;0.63;NA;Former East Germany;1 person;768;NA;NA
5589;2015;66;0.6;yes;Former West Germany;1 person;1701;13-15 days;4604.357777
5590;2017;76;1.02;yes;Former East Germany;1 person;1158;30+ days;926.8118663
5591;1972;32;NA;NA;NA;1 person;1887;NA;NA
5592;1989;72;1.215;NA;NA;1 person;665;NA;NA
5593;1981;38;0.004;NA;NA;5+ persons;-99;NA;NA
5594;2008;42;0.9804;NA;Former East Germany;3 persons;3287;13-15 days;1058.478649
5595;1978;36;0.6;NA;NA;4 persons;7337;20-22 days;236.9564795
5596;2001;36;1.16;NA;Former West Germany;4 persons;2800;9-12 days;462.9641663
5597;1993;37;0.7;NA;Former West Germany;4 persons;1629;20-22 days;681.9125351
5598;1985;38;1.873;NA;NA;5+ persons;2983;NA;NA
5599;1991;69;0.927;NA;Former West Germany;1 person;1466;13-15 days;301.4210239
5600;1981;44;0.069;NA;NA;3 persons;4020;NA;NA
5601;2002;36;1.45;NA;Former West Germany;3 persons;2694;9-12 days;2362.448177
5602;1997;22;1.684;NA;Former West Germany;4 persons;5572;13-15 days;1658.101316
5603;2009;82;0.84;NA;Former East Germany;1 person;1272;6-8 days;213.6813024
5604;2004;61;0.688;NA;Former West Germany;1 person;3255;6-8 days;2507.1399
5605;2011;74;1.11;yes;Former East Germany;1 person;1522;9-12 days;2041.433042
5606;1986;62;0.947;NA;NA;3 persons;2146;13-15 days;928.5913443
5607;2002;40;0.75;NA;Former East Germany;3 persons;3011;NA;NA
5608;1972;61;NA;NA;NA;2 persons;1510;20-22 days;708.0480175
5609;1980;37;1;NA;NA;3 persons;5374;16-19 days;235.8618612
5610;2007;23;0.4498;NA;Former West Germany;1 person;737;6-8 days;693.169574
5611;1990;38;0.781;NA;Former West Germany;5+ persons;2367;13-15 days;100
5612;1996;24;0.9714;NA;Former West Germany;3 persons;3004;NA;NA
5613;2013;49;0.96;yes;Former West Germany;4 persons;4787;20-22 days;693.169574
5614;1999;32;1.118;NA;Former West Germany;3 persons;2210;13-15 days;2493.712368
5615;1974;41;1.05;NA;NA;4 persons;2009;NA;NA
5616;1978;35;0.88;NA;NA;4 persons;2293;NA;NA
5617;1998;34;1.24;NA;Former West Germany;2 persons;3753;6-8 days;1056.326755
5618;2005;48;0.6152;NA;Former East Germany;1 person;1061;NA;NA
5619;1979;41;0.74;NA;NA;3 persons;3876;13-15 days;708.0480175
5620;2009;30;0.58;NA;Former East Germany;1 person;2120;13-15 days;7930.13373
5621;1993;27;0.944;NA;Former West Germany;3 persons;2875;13-15 days;1658.101316
5622;1999;61;0.911;NA;Former West Germany;2 persons;5439;13-15 days;7660.723107
5623;1972;47;NA;NA;NA;4 persons;7548;20-22 days;2025.543006
5624;1997;56;1.165;NA;Former West Germany;2 persons;2960;NA;NA
5625;1975;45;1.65;NA;NA;5+ persons;3801;20-22 days;338.3876876
5626;1982;54;1.25;NA;NA;2 persons;2386;20-22 days;596.0116628
5627;1972;36;NA;NA;NA;5+ persons;3145;13-15 days;251.7982971
5628;2000;37;0.62;NA;Former West Germany;5+ persons;10079;13-15 days;1840.842726
5629;2018;39;0.5;yes;Former West Germany;2 persons;3301;13-15 days;708.0480175
5630;2007;36;1.3155;NA;Former West Germany;1 person;1622;6-8 days;1840.842726
5631;2005;19;1.1541;NA;Former West Germany;3 persons;2577;6-8 days;68.32616479
5632;2008;40;0.4466;NA;Former West Germany;1 person;5145;30+ days;11500.08257
5633;2017;52;1.86;yes;Former West Germany;3 persons;3346;13-15 days;178.2125478
5634;1999;70;1.157;NA;Former West Germany;1 person;1785;9-12 days;100
5635;1988;59;0.434;NA;NA;2 persons;2033;NA;NA
5636;2001;70;1.04;NA;Former West Germany;2 persons;1729;13-15 days;2404.790234
5637;2004;55;1.55;NA;Former West Germany;3 persons;2635;13-15 days;337.7000277
5638;2018;43;0.41;yes;Former West Germany;2 persons;2412;13-15 days;2507.1399
5639;1992;33;0.261;NA;Former West Germany;1 person;1783;NA;NA
5640;2008;28;1.0828;NA;Former West Germany;1 person;1286;NA;NA
5641;2014;34;0.86;yes;Former West Germany;1 person;1704;20-22 days;172.0084971
5642;2001;68;1.42;NA;Former West Germany;2 persons;2800;16-19 days;1325.656207
5643;1982;59;0.61;NA;NA;3 persons;3768;20-22 days;393.382901
5644;1981;30;0.057;NA;NA;3 persons;2278;NA;NA
5645;1987;30;0.8;NA;NA;4 persons;2510;6-8 days;150
5646;1980;29;1;NA;NA;4 persons;1839;6-8 days;347.3285266
5647;2004;40;0.417;NA;Former West Germany;1 person;4649;13-15 days;1784.693181
5648;1988;17;2.733;NA;NA;5+ persons;6777;30+ days;6329.533907
5649;2010;36;1.14;yes;Former East Germany;2 persons;2664;13-15 days;374.6051456
5650;2004;51;0.838;NA;Former West Germany;2 persons;4029;13-15 days;1658.395853
5651;2002;38;0.84;NA;Former West Germany;4 persons;2694;9-12 days;168.514358
5652;2009;63;0.96;NA;Former West Germany;2 persons;1837;6-8 days;1658.101316
5653;2006;57;0.729;NA;Former West Germany;2 persons;1645;16-19 days;1676.688589
5654;2008;63;0.4764;NA;Former East Germany;1 person;1286;NA;NA
5655;1998;65;1.26;NA;Former West Germany;2 persons;2559;13-15 days;1486.886789
5656;1971;50;NA;NA;NA;2 persons;1989;23-26 days;928.5913443
5657;2007;38;2.6314;NA;Former West Germany;3 persons;2507;9-12 days;708.0480175
5658;2014;16;1.96;yes;Former East Germany;3 persons;1180;NA;NA
5659;2013;33;1.13;yes;Former West Germany;5+ persons;1729;NA;NA
5660;2018;56;1.14;yes;Former East Germany;2 persons;4316;6-8 days;2025.543006
5661;2016;23;0.98;yes;Former West Germany;3 persons;2743;9-12 days;801.3292216
5662;2017;15;2.12;yes;Former West Germany;4 persons;3861;13-15 days;965.2835218
5663;2003;42;0.528;NA;Former West Germany;1 person;1724;13-15 days;325.5192562
5664;1999;39;0.432;NA;Former West Germany;4 persons;5439;13-15 days;2535.327297
5665;1992;32;0.461;NA;Former West Germany;2 persons;4357;16-19 days;2176.565769
5666;2018;72;0.59;yes;Former West Germany;2 persons;2412;13-15 days;183.7680339
5667;1973;30;NA;NA;NA;4 persons;2168;9-12 days;343.8323664
5668;1998;72;0.8;NA;Former East Germany;1 person;938;NA;NA
5669;2008;50;1.0399;NA;Former West Germany;1 person;3716;13-15 days;719.5371174
5670;2014;26;1.27;yes;Former East Germany;2 persons;3933;6-8 days;736.5561262
5671;1986;22;0.034;NA;NA;2 persons;791;NA;NA
5672;1994;16;1.005;NA;Former West Germany;4 persons;2389;NA;NA
5673;1982;59;1.55;NA;NA;3 persons;879;6-8 days;336.6253534
5674;1996;21;1.4436;NA;Former West Germany;3 persons;3358;NA;NA
5675;2011;43;0.9;no;Former West Germany;2 persons;1799;NA;NA
5676;2000;56;0.486;NA;Former East Germany;1 person;1764;13-15 days;2098.898801
5677;2009;23;1.15;NA;Former West Germany;2 persons;2685;6-8 days;1676.688589
5678;2017;24;4.21;yes;Former West Germany;5+ persons;7722;6-8 days;1920.76694
5679;1974;55;0.9;NA;NA;2 persons;2740;16-19 days;31.87271031
5680;1998;84;1.49;NA;Former West Germany;1 person;938;NA;NA
5681;2004;32;1.329;NA;Former West Germany;2 persons;2015;13-15 days;1658.101316
5682;2002;51;0.79;NA;Former West Germany;2 persons;2694;20-22 days;681.9125351
5683;2013;67;0.4;yes;Former West Germany;1 person;1197;NA;NA
5684;1983;51;1.114;NA;NA;3 persons;2283;NA;NA
5685;2006;47;0.9208;NA;Former West Germany;1 person;1047;20-22 days;183.7680339
5686;2002;15;1.38;NA;Former West Germany;5+ persons;2377;NA;NA
5687;1996;29;0.8346;NA;Former West Germany;2 persons;3888;NA;NA
5688;2005;70;0.9442;NA;Former West Germany;1 person;2881;NA;NA
5689;2003;61;1.01;NA;Former West Germany;2 persons;1724;NA;NA
5690;1989;39;1.309;NA;NA;4 persons;2439;9-12 days;693.169574
5691;1995;55;0.952;NA;Former West Germany;2 persons;1704;13-15 days;462.9641663
5692;2014;20;0.92;yes;Former West Germany;1 person;2229;NA;NA
5693;2008;64;0.6198;NA;Former West Germany;1 person;1286;13-15 days;1658.101316
5694;2001;66;0.82;NA;Former East Germany;2 persons;1400;9-12 days;265.2977352
5695;2014;42;0.37;yes;Former West Germany;1 person;1704;9-12 days;9672.229892
5696;1979;71;0.45;NA;NA;1 person;1342;13-15 days;178.2125478
5697;1997;37;0.571;NA;Former West Germany;4 persons;2002;13-15 days;2404.790234
5698;2005;40;0.2538;NA;Former West Germany;1 person;4548;20-22 days;6524.443272
5699;2014;58;0.7;yes;Former West Germany;1 person;1704;9-12 days;417.0166831
5700;2017;57;0.72;yes;Former West Germany;2 persons;3861;20-22 days;1512.359232
5701;1978;73;0.53;NA;NA;1 person;1070;6-8 days;235.8618612
5702;1988;67;1.115;NA;NA;2 persons;2937;NA;NA
5703;1993;35;0.706;NA;Former West Germany;3 persons;6134;13-15 days;208.3009758
5704;1973;48;NA;NA;NA;3 persons;2957;20-22 days;627.9537164
5705;1999;16;3.672;NA;Former East Germany;4 persons;2550;NA;NA
5706;1996;32;0.823;NA;Former West Germany;4 persons;2297;NA;NA
5707;1988;45;0.772;NA;NA;2 persons;2485;NA;NA
5708;2003;31;1.552;NA;Former West Germany;3 persons;4075;13-15 days;1658.101316
5709;1992;27;0.469;NA;Former West Germany;1 person;2179;13-15 days;797.6021922
5710;2018;14;1.11;yes;Former West Germany;3 persons;1904;13-15 days;100
5711;1985;49;0.854;NA;NA;2 persons;2180;30+ days;693.169574
5712;2010;24;0.72;yes;Former West Germany;2 persons;3224;13-15 days;1674.781952
5713;1994;59;1.278;NA;Former West Germany;2 persons;1378;13-15 days;401.7081103
5714;1999;60;0.674;NA;Former West Germany;2 persons;1955;NA;NA
5715;1989;28;2.025;NA;NA;3 persons;3770;13-15 days;1987.066695
5716;1996;62;0.5392;NA;Former East Germany;1 person;1502;16-19 days;944.6457513
5717;1976;56;2.44;NA;NA;4 persons;2786;13-15 days;196.9422405
5718;1971;68;NA;NA;NA;2 persons;1591;23-26 days;100
5719;2016;52;0.54;yes;Former West Germany;1 person;7838;16-19 days;8916.744175
5720;1994;25;0.762;NA;Former West Germany;2 persons;1930;13-15 days;1784.693181
5721;1973;54;NA;NA;NA;2 persons;1774;NA;NA
5722;1997;23;0.666;NA;Former West Germany;1 person;1480;13-15 days;1391.414448
5723;1972;36;NA;NA;NA;4 persons;1887;NA;NA
5724;2003;27;0.629;NA;Former West Germany;2 persons;2978;20-22 days;1676.688589
5725;1999;76;1.29;NA;Former East Germany;2 persons;1445;NA;NA
5726;1990;18;0.557;NA;Former West Germany;4 persons;3228;30+ days;786.4946445
5727;1979;45;0.41;NA;NA;1 person;2236;NA;NA
5728;1975;35;0.78;NA;NA;4 persons;4492;27-29 days;236.9564795
5729;2014;33;0.63;no;Former West Germany;2 persons;1704;13-15 days;1658.395853
5730;1974;30;0.8;NA;NA;4 persons;3470;NA;NA
5731;2007;46;1.7503;NA;Former West Germany;4 persons;3834;13-15 days;2326.777227
5732;1990;49;0.521;NA;Former West Germany;2 persons;2798;13-15 days;1840.842726
5733;1993;37;0.199;NA;Former West Germany;2 persons;1054;6-8 days;627.9537164
5734;1985;77;0.757;NA;NA;1 person;1033;NA;NA
5735;1993;57;1.674;NA;Former West Germany;3 persons;2204;20-22 days;710.5521774
5736;2014;33;1.48;yes;Former West Germany;5+ persons;3409;20-22 days;9089.617306
5737;1981;31;0.088;NA;NA;2 persons;4020;NA;NA
5738;2013;55;1.06;yes;Former West Germany;3 persons;2793;13-15 days;178.2125478
5739;1986;40;1.547;NA;NA;3 persons;2485;13-15 days;1784.693181
5740;2014;77;0.94;yes;Former West Germany;1 person;918;NA;NA
5741;1995;59;0.61;NA;Former West Germany;1 person;2063;20-22 days;157.7178897
5742;2007;58;1.6807;NA;Former West Germany;3 persons;3834;NA;NA
5743;1994;51;0.79;NA;Former West Germany;2 persons;4043;6-8 days;708.0480175
5744;1988;67;0.779;NA;NA;1 person;678;NA;6663.584987
5745;1984;55;1.464;NA;NA;3 persons;3041;NA;NA
5746;2010;60;0.52;yes;Former West Germany;1 person;2664;6-8 days;100
5747;2006;65;1.5196;NA;Former West Germany;3 persons;2542;13-15 days;1840.842726
5748;2002;36;1.02;NA;Former West Germany;3 persons;3011;13-15 days;2507.1399
5749;1977;40;0.76;NA;NA;4 persons;2055;27-29 days;338.3876876
5750;1987;46;1.43;NA;NA;3 persons;2054;13-15 days;251.7982971
5751;2010;52;0.63;yes;Former East Germany;2 persons;1542;6-8 days;112.5310275
5752;1997;32;0.718;NA;Former West Germany;4 persons;2264;13-15 days;157.7178897
5753;1996;61;1.1922;NA;Former West Germany;2 persons;3004;27-29 days;2880.347094
5754;1998;22;0.98;NA;Former West Germany;2 persons;1791;NA;NA
5755;1985;38;0.722;NA;NA;3 persons;8260;20-22 days;708.0480175
5756;2003;36;0.643;NA;Former West Germany;2 persons;5642;20-22 days;7717.287126
5757;2011;48;1.58;yes;Former West Germany;4 persons;4982;13-15 days;168.2412991
5758;1972;42;NA;NA;NA;3 persons;1887;NA;NA
5759;1994;42;1.656;NA;Former West Germany;4 persons;3124;NA;NA
5760;1973;52;NA;NA;NA;1 person;1104;20-22 days;1658.101316
5761;2006;20;0.8915;NA;Former East Germany;2 persons;1944;13-15 days;371.0097835
5762;2000;45;0.7;NA;Former West Germany;2 persons;5375;13-15 days;168.2412991
5763;1984;30;0.63;NA;NA;5+ persons;1988;NA;NA
5764;1981;39;0.173;NA;NA;4 persons;2546;NA;NA
5765;1984;33;0.813;NA;NA;3 persons;3041;NA;NA
5766;2001;28;1.22;NA;Former West Germany;2 persons;3129;NA;NA
5767;2009;39;2.08;NA;Former West Germany;2 persons;5088;13-15 days;1784.693181
5768;2005;25;0.7567;NA;Former West Germany;1 person;1668;NA;NA
5769;2000;63;1.252;NA;Former East Germany;2 persons;1428;20-22 days;100
5770;2012;58;0.81;yes;Former West Germany;2 persons;2307;9-12 days;801.3292216
5771;1981;66;0.069;NA;NA;1 person;1474;NA;NA
5772;1985;69;1.311;NA;NA;2 persons;1950;NA;NA
5773;2010;30;1.41;yes;Former West Germany;4 persons;2103;20-22 days;1212.388394
5774;2014;62;0.94;yes;Former West Germany;2 persons;2229;5 days;417.0166831
5775;1983;27;0.764;NA;NA;3 persons;1562;13-15 days;462.9641663
5776;1986;82;0.5;NA;NA;1 person;1920;27-29 days;8018.124112
